NUMERO,LOCALIDADE,ESTADO,PAIS,SP,LogLM,LogBM1,LogLIF,LogBFI,LogBIT,LogBP,LogLN,LogBN,LogLIB,LogBB,LogBZP,LogBOC,LogLPB,LogBI,LogLI,LogLB,LM,BM1,LIF,BFI,BIT,BP,LN,BN,LIB,BB,BZP,BOC,LPB,BI,LI,LB,LAT,LONG,LD1,LD2,LD3,LD4,LD5
MNHN 738,"Ba_ado Tropa vieja, Atl_ntida, Canelones", Canelones,Uruguai,A,2.07819076,0.978326123,2.132982309,1.022450928,1.393766376,2.199444334,2.836150204,1.313723668,1.663926098,2.80819715,1.757857918,2.182674796,2.347558459,2.385086315,1.128171091,2.770711962,7.99,2.66,8.44,2.78,4.03,9.02,17.05,3.72,5.28,16.58,5.8,8.87,10.46,10.86,3.09,15.97,-34.73,-55.75,-3.200475841,-0.346774402,0.132483464,-0.441501773,1.784893603
MNHN 743,"Ba_ado Tropa vieja, Atl_ntida, Canelones", Canelones,Uruguai,A,2.066862759,0.978326123,2.161021529,1.00063188,1.423108334,2.204972264,2.850706502,1.423108334,1.492904096,2.818995095,1.722766598,2.273156282,2.477378383,2.48240352,1.366091654,2.79971739,7.9,2.66,8.68,2.72,4.15,9.07,17.3,4.15,4.45,16.76,5.6,9.71,11.91,11.97,3.92,16.44,-34.73,-55.75,-5.12621061,-1.439475413,0.267447948,0.460600471,0.417047444
MNHN 838,Arrocera San Pedro (San Gregorio),Artigas,Uruguai,A,2.047692843,0.916290732,2.170195905,1.085189268,1.381281819,2.222459049,2.793616089,1.30833282,1.665818246,2.880321422,1.640936579,2.2300144,2.442347035,2.516889696,1.264126727,2.786245049,7.75,2.5,8.76,2.96,3.98,9.23,16.34,3.7,5.29,17.82,5.16,9.3,11.5,12.39,3.54,16.22,-30.55,-57.85,-4.564947099,-0.704300888,-0.773075404,1.233739294,1.760659586
MNHN 1415,Est. del Medio La Paloma,Durazno,Uruguai,A,2.068127782,0.91228271,2.211565695,1.088561953,1.360976553,2.17588744,2.736961545,1.342864803,1.508511994,2.798500104,1.665818246,2.2300144,2.293544348,2.430098413,1.040276712,2.761274962,7.91,2.49,9.13,2.97,3.9,8.81,15.44,3.83,4.52,16.42,5.29,9.3,9.91,11.36,2.83,15.82,-32.73,-55.58,-3.755186575,-0.542827698,0.089485179,1.208373854,0.437591972
MNHN 570,"Los Mirasoles, C. Colorado",Flores,Uruguai,A,2.048982334,0.90016135,2.0255132,0.982078472,1.305626458,2.14710019,2.766947842,1.40854497,1.574846468,2.79971739,1.663926098,2.180417459,2.344686269,2.395164274,1.187843422,2.730463796,7.76,2.46,7.58,2.67,3.69,8.56,15.91,4.09,4.83,16.44,5.28,8.85,10.43,10.97,3.28,15.34,-33.72,-56.79,-3.665227455,-0.693436523,0.766598824,0.109823874,-0.055390184
MNHN 1424,"Escuela Concordia, ",Soriano,Uruguai,A,2.068127782,0.904218151,2.192770227,1.036736885,1.512927012,2.152924318,2.770711962,1.391281903,1.578978705,2.828496354,1.648658626,2.18492705,2.352327185,2.355177543,0.802001585,2.69934576,7.91,2.47,8.96,2.82,4.54,8.61,15.97,4.02,4.85,16.92,5.2,8.89,10.51,10.54,2.23,14.87,-33.56,-58.42,-2.982980846,-1.165446137,0.824107386,-0.827449416,-0.330700301
MZUSP2692,Caravelas,Bahia,Brasil,A,1.976854953,0.850150929,1.989243274,0.91228271,1.335001067,2.113842968,2.701361213,1.549687908,1.731655545,2.810004924,1.62924054,2.05284086,2.2782924,2.279316466,1.345472367,2.669309373,7.22,2.34,7.31,2.49,3.8,8.28,14.9,4.71,5.65,16.61,5.1,7.79,9.76,9.77,3.84,14.43,-17.73,-39.26,-2.42423646,0.070233472,2.568208246,0.046137995,-0.570998803
MN34181,Anapolis,Goias,Brasil,BCDE,1.981001469,0.765467842,2.034705648,0.970778917,1.488399584,1.899117988,2.738902665,1.403642999,1.558144618,2.763800216,1.720979287,2.07819076,2.143589362,2.360854001,1.05431203,2.677590994,7.25,2.15,7.65,2.64,4.43,6.68,15.47,4.07,4.75,15.86,5.59,7.99,8.53,10.6,2.87,14.55,-16.32,-48.95,1.544149748,-1.966747449,3.593596329,-1.548511516,0.122078743
MN4262,Anapolis,Goias,Brasil,BCDE,1.971299383,0.819779831,2.068127782,0.90016135,1.289232648,1.826160896,2.693951277,1.319085611,1.583093937,2.756840365,1.631199404,2.119863456,2.093097868,2.354228326,0.828551818,2.724579503,7.18,2.27,7.91,2.46,3.63,6.21,14.79,3.74,4.87,15.75,5.11,8.33,8.11,10.53,2.29,15.25,-16.32,-48.95,2.734554415,-0.534279018,3.411598064,0.880910588,1.305439379
MN4361,Anapolis,Goias,Brasil,BCDE,1.965712776,0.802001585,2.105352923,0.940007258,1.406096988,1.85159947,2.664446564,1.403642999,1.621366483,2.805176912,1.667706821,2.093097868,2.091864062,2.452727751,1.156881197,2.682390454,7.14,2.23,8.21,2.56,4.08,6.37,14.36,4.07,5.06,16.53,5.3,8.11,8.1,11.62,3.18,14.62,-16.32,-48.95,2.134481215,-1.327183063,4.067291559,-0.014804851,0.769334671
MN4428,Anapolis,Goias,Brasil,BCDE,1.982379829,0.940007258,2.116255515,0.867100488,1.423108334,1.870262531,2.651832521,1.391281903,1.60743591,2.757475084,1.570697084,2.093097868,2.076938411,2.232162629,1.08180517,2.646174797,7.26,2.56,8.3,2.38,4.15,6.49,14.18,4.02,4.99,15.76,4.81,8.11,7.98,9.32,2.95,14.1,-16.32,-48.95,1.869763566,-2.254505394,3.883583674,0.850973394,0.053917446
MN4205,"Pirapora, Lagoa do Tota",Minas Gerais,Brasil,BCDE,1.996059933,0.765467842,2.039920784,0.871293366,1.220829921,1.816452082,2.682390454,1.291983682,1.556037136,2.721953106,1.576914721,2.008214032,2.101692151,2.395164274,0.854415328,2.611539301,7.36,2.15,7.69,2.39,3.39,6.15,14.62,3.64,4.74,15.21,4.84,7.45,8.18,10.97,2.35,13.62,-17.34,-44.94,3.482937418,0.102731275,2.375004329,-1.731202389,-0.118982081
MN4207,Pirapora,Minas Gerais,Brasil,BCDE,2.002830439,0.732367894,2.05284086,0.896088025,1.348073148,1.809926773,2.59450816,1.261297871,1.549687908,2.744060639,1.512927012,2.065596135,2.039920784,2.401525041,0.916290732,2.636196097,7.41,2.08,7.79,2.45,3.85,6.11,13.39,3.53,4.71,15.55,4.54,7.89,7.69,11.04,2.5,13.96,-17.34,-44.94,2.707593488,-1.438406534,3.151511261,-0.108728554,0.406427791
MN4208,Pirapora,Minas Gerais,Brasil,BCDE,2.002830439,0.741937345,2.083184528,0.959350221,1.371180723,1.795087259,2.712042222,1.342864803,1.60743591,2.818995095,1.574846468,2.002830439,2.211565695,2.472327868,0.717839793,2.700689847,7.41,2.1,8.03,2.61,3.94,6.02,15.06,3.83,4.99,16.76,4.83,7.41,9.13,11.85,2.05,14.89,-17.34,-44.94,3.880943817,0.03718221,4.03510513,-1.646482517,0.853633032
MN4271,Pirapora,Minas Gerais,Brasil,BCDE,2.008214032,0.802001585,2.09679018,0.978326123,1.532556868,1.902107526,2.828496354,1.463255402,1.735189118,2.763800216,1.768149604,2.099244169,2.305580602,2.38416508,1.085189268,2.678278043,7.45,2.23,8.14,2.66,4.63,6.7,16.92,4.32,5.67,15.86,5.86,8.16,10.03,10.85,2.96,14.56,-17.34,-44.94,2.489453984,-1.370715246,3.08784678,-2.529868958,1.015811793
UFESMAM1579,"Brejo C, Serra Sul,_Cana_ dos Caraj_s",Para,Brasil,BCDE,1.927164106,0.657520003,2.070653036,1.033184483,1.193922468,1.871802177,2.730463796,1.488399584,1.286474026,2.681021529,1.60341984,1.975468951,2.191653532,2.314513664,1.202972304,2.638342789,6.87,1.93,7.93,2.81,3.3,6.5,15.34,4.43,3.62,14.6,4.97,7.21,8.95,10.12,3.33,13.99,-6.4,-49.87,1.961865476,-0.257512401,2.21499768,-0.618764443,-2.792330296
UFESMAM1849,"Brejo A, Serra Sul,_Cana_ dos Caraj_s",Para,Brasil,BCDE,1.89761986,0.652325186,2.034705648,0.936093359,0.928219303,1.809926773,2.578700529,1.401182974,1.376244025,2.653241965,1.442201993,1.961502244,1.924248652,2.408745289,1.353254507,2.606386547,6.67,1.92,7.65,2.55,2.53,6.11,13.18,4.06,3.96,14.2,4.23,7.11,6.85,11.12,3.87,13.55,-6.4,-49.87,2.79829535,0.3195061,2.146994496,1.683434937,-1.682467907
UFESMAM1875,"Brejo D, Serra Sul,_Cana_ dos Caraj_s",Para,Brasil,BCDE,1.865629318,0.636576829,1.979621206,0.841567186,0.978326123,1.771556762,2.660259537,1.413423029,1.40854497,2.653241965,1.488399584,1.979621206,2.017566138,2.372111156,1.172482137,2.48240352,6.46,1.89,7.24,2.32,2.66,5.88,14.3,4.11,4.09,14.2,4.43,7.24,7.52,10.72,3.23,11.97,-6.4,-49.87,3.463530782,-0.483394279,0.937855329,-0.957623749,-3.194464834
MZUSP35269,Ribeirao Goncalves,Piaui,Brasil,BCDE,1.986503546,0.879626748,2.048982334,0.854415328,1.291983682,1.967112357,2.769458829,1.479329227,1.60743591,2.693274916,1.470175845,2.05796251,2.122261539,2.336019869,1.057790294,2.676215478,7.29,2.41,7.76,2.35,3.64,7.15,15.95,4.39,4.99,14.78,4.35,7.83,8.35,10.34,2.88,14.53,-7.55,-45.24,0.611292034,-1.73640757,2.869919754,-0.472249827,-0.038206016
UFESMAM1305,"Faz Lago Verde, Lagoa da Confus_o",Tocantins,Brasil,BCDE,1.941615225,0.774727168,1.950186706,0.90016135,1.137833002,1.809926773,2.642622396,1.486139696,1.5518088,2.729159164,1.510721939,2.036011984,2.081938422,2.339880878,0.779324877,2.571084346,6.97,2.17,7.03,2.46,3.12,6.11,14.05,4.42,4.72,15.32,4.53,7.66,8.02,10.38,2.18,13.08,-10.87,-49.69,2.65581103,-0.460406706,3.12864025,-0.641647399,-2.267647135
UFESMAM1306,"Faz Lago Verde, Lagoa da Confus_o",Tocantins,Brasil,BCDE,1.981001469,0.916290732,2.055404964,0.989541194,1.266947603,1.867176109,2.740194654,1.420695788,1.60341984,2.812410216,1.589235205,2.055404964,2.200552367,2.419478844,0.924258902,2.750470917,7.25,2.5,7.81,2.69,3.55,6.47,15.49,4.14,4.97,16.65,4.9,7.81,9.03,11.24,2.52,15.65,-10.87,-49.69,2.216767964,-0.406786743,3.932188382,0.357311171,0.7381252
UFESMAM2070,"Usina Hidreletrica Estreito, Palmeiras do Tocantins",Tocantins,Brasil,BCDE,1.927164106,0.727548607,2.069391206,0.867100488,1.17557333,1.78339122,2.729811693,1.499623046,1.54329811,2.79971739,1.488399584,2.036011984,2.141241943,2.442347035,1.211940974,2.659559992,6.87,2.07,7.92,2.38,3.24,5.95,15.33,4.48,4.68,16.44,4.43,7.66,8.51,11.5,3.36,14.29,-6.61,-47.5,2.994807033,-1.488259242,3.989944876,0.372476771,-0.466377041
USNM 442260,"Nulita, 29 Km SSW Santo Domingo, Selvas De San Camilo",Apure,Venezuela,F,1.937301775,0.737164066,2.180417459,1.040276712,1.289232648,1.95160817,2.720637317,1.187843422,1.526056303,2.734367509,1.506297154,2.086913557,2.17588744,2.315501318,0.951657876,2.726544784,6.94,2.09,8.85,2.83,3.63,7.04,15.19,3.28,4.6,15.4,4.51,8.06,8.81,10.13,2.59,15.28,7.32,-71.95,1.361788764,-0.552933266,0.067007445,2.100668088,1.474126485
USNM 406231,"Hato San Jose, 20 Km W La Paragua",Bolivar,Venezuela,F,2.006870849,0.779324877,2.094330154,0.993251773,1.376244025,2.010894999,2.868466923,1.381281819,1.650579856,2.766319109,1.638996715,2.170195905,2.311544834,2.503073954,1.235471471,2.742129515,7.44,2.18,8.12,2.7,3.96,7.47,17.61,3.98,5.21,15.9,5.15,8.76,10.09,12.22,3.44,15.52,6.82,-63.48,-0.22852022,-2.032112056,0.976019761,-0.725753261,1.750204504
USNM 442443,"Montalban, 2 Km SE Montalban, Potrerito",Carabobo,Venezuela,F,1.994700313,0.783901544,2.190535589,0.978326123,1.332366019,1.954445052,2.794839331,1.345472367,1.545432582,2.812410216,1.621366483,2.162172939,2.266957915,2.454447442,1.141033005,2.744703519,7.35,2.19,8.94,2.66,3.79,7.06,16.36,3.84,4.69,16.65,5.06,8.69,9.65,11.64,3.13,15.56,10.2,-68.33,0.378677807,-1.372717707,1.606823396,0.744455874,1.282942533
USNM 442271,"Hato Mata De Bejuco, 55 Km SSE Maturin",Monagas,Venezuela,F,1.922787732,0.722705983,2.091864062,1.036736885,1.305626458,1.919859472,2.69934576,1.1442228,1.564440547,2.726544784,1.568615918,2.076938411,2.068127782,2.395164274,1.156881197,2.689207113,6.84,2.06,8.1,2.82,3.69,6.82,14.87,3.14,4.78,15.28,4.8,7.98,7.91,10.97,3.18,14.72,9.32,-62.93,1.805727674,-1.532912857,0.214535551,1.174072382,1.833753289
USNM 520678,"El Cruce, La Esperanza Farm (Perez Brothers)",Portuguesa,Venezuela,F,1.925707442,0.741937345,2.105352923,0.955511445,1.324418957,1.932969638,2.759376828,1.280933845,1.665818246,2.765689981,1.570697084,2.134166441,1.925707442,2.43798973,1.064710737,2.729159164,6.86,2.1,8.21,2.6,3.76,6.91,15.79,3.6,5.29,15.89,4.81,8.45,6.86,11.45,2.9,15.32,9.33,-69.12,1.482521618,-2.853570403,2.248519157,1.215419044,2.821085817
USNM 372654,"Valera, 30 Km NW Valera, Nr. El Dividive",Trujillo,Venezuela,F,1.971299383,0.797507196,2.101692151,1.085189268,1.319085611,1.968509981,2.756840365,1.286474026,1.69744879,2.720637317,1.572773928,2.1102132,2.183801557,2.396075436,1.286474026,2.659559992,7.18,2.22,8.18,2.96,3.74,7.16,15.75,3.62,5.46,15.19,4.82,8.25,8.88,10.98,3.62,14.29,9.52,-70.73,1.31921061,-2.085625199,-0.050716902,0.445230324,1.40351979
USNM 372655,"Valera, 30 Km NW Valera, Nr. El Dividive",Trujillo,Venezuela,F,1.991975516,0.837247525,2.079441542,0.966983846,1.381281819,2.02287119,2.811809435,1.337629189,1.693779061,2.773837942,1.605429891,2.12704052,2.214846179,2.438862711,1.358409158,2.768204124,7.33,2.31,8,2.63,3.98,7.56,16.64,3.81,5.44,16.02,4.98,8.39,9.16,11.46,3.89,15.93,9.52,-70.73,-0.289960838,-2.031438268,1.750488814,0.518856627,2.614393704
USNM 372657,"Valera, 30 Km NW Valera, Nr. El Dividive",Trujillo,Venezuela,F,1.985130862,0.751416089,2.180417459,1.050821625,1.423108334,2.018895042,2.91993056,1.337629189,1.650579856,2.805176912,1.713797928,2.165619238,2.387844937,2.502255288,1.286474026,2.762538386,7.28,2.12,8.85,2.86,4.15,7.53,18.54,3.81,5.21,16.53,5.55,8.72,10.89,12.21,3.62,15.84,9.52,-70.73,0.187543099,-1.658695349,0.275491335,-0.707468562,2.323143262
USNM 372664,"Valera, 30 Km NW Valera, Nr. El Dividive",Trujillo,Venezuela,F,1.987874348,0.819779831,2.111424588,1.040276712,1.302912752,2.00148,2.720637317,1.305626458,1.597365331,2.740840024,1.625311262,2.101692151,2.207174908,2.419478844,1.131402111,2.7631695,7.3,2.27,8.26,2.83,3.68,7.4,15.19,3.69,4.94,15.5,5.08,8.18,9.09,11.24,3.1,15.85,9.52,-70.73,0.218324475,0.170844872,1.334962751,1.097399444,1.654454148
