Individual	Species	CSM	LM1	CFI	LFI	LPI	LPA	CNA	LNA	LIO	LCC	LPZ	LCO	CPP	LIP	CIP
136	C	0.011355375	0.032205297	-0.042904044	-0.010926541	-0.014806229	-0.120926622	0.016416143	0.266895421	0.023372388	0.040163527	0.00493804	0.003652779	-0.022822225	0.013285526	-0.155151057
137	C	0.007506591	0.114568927	-0.064930426	-0.007820894	-0.0624498	-0.20561332	-0.041613152	0.080662661	0.002949304	0.041825584	-0.080517668	-0.07346758	-0.052816414	-0.025962889	-0.143270055
138	E	-0.019306102	-0.107198041	0.029853719	0.08974931	-0.024989724	-0.112268115	0.045916954	0.223867248	-0.268970556	-0.038564742	0.036158107	-0.093076557	0.03117438	-0.056641448	0.218610032
139	E	-0.043257036	-0.076679198	0.049434608	-0.026870539	-0.086931646	-0.089129704	0.110975845	0.253891447	-0.08428094	0.004580335	0.063674729	-0.005026051	-0.013729187	0.104268225	0.303781763
140	E	-0.041148384	-0.101846876	0.016573916	0.008027224	-0.259204876	-0.148858782	-0.078127176	0.158168177	-0.16636827	-0.051809898	-0.095850017	-0.089850207	-0.209757184	0.058761682	0.392594536
141	G	0.047873079	0.025923941	0.098909447	0.057440922	0.021101924	-0.017014685	0.071813391	0.039004566	0.153689807	0.056614439	0.097701188	-0.001724531	-0.004206694	0.055983526	0.257387156
142	G	0.0621296	0.074896874	0.059850093	-0.003891727	0.080140012	0.084663763	0.023707761	0.121579804	-0.048486555	-0.0016288	0.133074413	0.055177496	0.114491966	-0.054857635	-0.095273969
143	G	-0.003008732	0.015005749	-0.137818919	-0.104674142	-0.275729908	0.079859363	-0.122739131	-0.00080378	0.0600385	0.021459365	-0.080311524	0.012310038	-0.069196842	0.064293584	0.115996735
144	G	-0.025055232	0.03491904	-0.091740768	-0.129400994	-0.147842071	0.022516266	-0.055730362	-0.030546058	-0.082677102	-0.000632501	-0.157719478	0.016865259	0.034283848	-0.096817369	-0.522150459
145	G	0.006250459	0.104903507	-0.106007459	0.026514801	-0.225720309	0.01810048	-0.106921477	0.022109786	-0.024014729	0.014740217	-0.099629236	0.018031722	-0.013307003	-0.035047372	0.009164235
146	G	-0.010456806	0.067975091	-0.050174943	-0.060618486	-0.050207463	0.052264169	0.029576899	0.005474032	0.002291583	0.031439104	0.033043178	-0.031410724	0.048040853	-0.145481487	-0.475477602
147	G	-0.021802933	0.042422009	-0.083720032	-0.016046864	0.024713697	0.063553223	-0.046174449	0.040534581	-0.011012597	-0.032879303	0.065523075	0.021151619	0.053184917	-0.103634415	0.05087922
148	G	0.002120794	0.037047734	-0.018434974	-0.051780786	-0.084993538	0.093555102	-0.028409734	0.054072143	0.051704398	0.07370483	-0.01398966	0.048529664	-0.037612668	-0.061075243	0.015739625
149	G	-0.022081595	0.054848024	-0.132893781	-0.14065118	0.081549317	0.067867318	-0.123159442	-0.082733066	0.030476637	0.012250495	0.045795428	0.029669027	-0.002099719	-0.048631587	-0.23110918
150	G	0.026589052	0.033798553	-0.094929292	-0.100223669	-0.031996298	0.092888298	-0.139604471	-0.035047583	0.008604236	-0.005032845	-0.002532953	-0.020058144	0.026945239	-0.09966897	-0.330482164
151	G	-0.016122597	0.003117192	0.011982013	0.015526359	-0.027053685	-0.009884318	0.065092977	-0.125079289	-0.048486555	0.006286809	0.121983726	0.004705246	0.075478056	-0.005548468	-0.237104164
152	G	-0.054645879	-0.06920347	0.049961261	-0.169876864	-0.020956105	-0.043978529	-0.025786877	-0.093431078	-0.05071125	0.011529285	-0.102089626	-0.010562226	-0.047966135	0.037836278	-0.385714664
153	G	0.014804472	0.008529931	-0.049681984	-0.168389718	-0.145133204	-0.020401058	-0.032597006	-0.044371109	-0.058761523	-0.002726394	-0.007178507	-0.050304402	0.013682546	-0.024389323	0.00628138
154	G	0.026860165	0.012283554	-0.081739398	-0.027834458	-0.092145559	0.026059592	-0.051210722	-0.100085117	-0.054133127	0.008114612	0.037844151	-0.055638087	-0.007188806	0.007960559	0.221419396
155	G	0.0807637	0.132390868	-0.033791446	-0.011790243	-0.055543975	-0.099783924	-0.021183677	-0.079872828	-0.061770362	0.05688777	0.01555772	-0.152197209	0.039033295	-0.069710376	-0.02804837
156	G	0.036081959	0.127515972	-0.059290639	-0.022808523	-0.021259429	0.022021338	-0.037042833	0.163865175	0.074083093	0.058315215	0.024665804	-0.088539591	-0.00928805	0.123350179	0.231080834
157	G	0.012012668	-0.006940674	0.054622849	0.113289316	0.061393244	0.010508952	0.011047281	0.147390217	0.114276508	-0.006591503	0.154718336	-0.025925951	0.089691074	0.020930944	0.18873961
158	G	0.083356769	0.114378332	0.069986012	-0.017566842	-0.032968842	0.023608824	0.014629352	0.049727407	0.001977176	-0.041708587	0.055867829	-0.04189199	-0.041054505	0.041046415	0.435280826
159	G	0.047422591	0.062764595	-0.001681509	-0.012303216	-0.064017408	-0.027228662	-0.078232885	0.004193342	0.06641414	0.036088094	0.007157536	-0.063359223	-0.032512218	0.045521897	0.150253367
160	G	-0.016823825	0.023406288	-0.07471834	-0.038015445	-0.104324538	-0.041565849	-0.16399402	-0.11413255	-0.045217751	0.008145322	0.051500953	-0.05984437	-0.084285018	-0.123575474	0.221424585
161	G	0.030964754	-0.005302945	0.007035235	-0.024661012	-0.060482766	-0.045301849	-0.083635889	-0.024221497	-0.073373527	0.000885927	0.096781949	-0.043041804	-0.133519767	-0.051214677	-0.085203994
162	G	0.017619887	0.006220413	0.062823311	0.000630709	-0.036307188	0.034571752	-0.015518414	0.099884163	-0.005489861	0.047330125	0.113708742	-0.067651279	-0.02089849	0.001624331	-0.28393232
163	G	0.059132552	0.009186202	0.053031967	-0.066609725	0.007334656	0.012905293	0.031478854	-0.050816295	0.007319015	0.050075921	0.144357402	0.017084671	-0.015600914	-0.011207247	-0.563720982
164	G	0.058988694	-0.00852351	-0.092411913	-0.083700886	-0.2351551	-0.006159261	-0.099196114	0.021671887	-0.001768902	0.024567314	-0.063519873	-0.034328096	-0.064180879	-0.096750517	-0.08492065
165	G	0.017198767	-0.005057823	-0.113069599	-0.062573398	0.016839943	-0.007640114	-0.088790182	-0.027388973	-0.037762942	-0.006786623	0.106728178	-0.025065298	0.080251403	-0.029390902	-0.067837103
166	G	0.033506288	-0.050882697	-0.012352002	-0.114078222	0.030938772	-0.017808281	-0.015716252	0.048436349	-0.068465808	0.026631739	-0.0421704	0.043964693	-0.051675057	0.012691744	-0.073606071
167	G	0.057127939	0.085902116	0.032472486	-0.065216704	0.033650157	0.004177658	0.020541163	-0.063949228	0.047702823	0.002981129	0.126727724	-0.045895504	0.050893739	-0.165502638	-0.305852929
168	G	0.035932949	0.007635105	-0.064275682	-0.071355656	-0.031469073	0.074341824	0.059011819	-0.061792395	0.059266712	-0.009024714	0.02328554	-0.056172894	0.054251572	-0.027538482	-0.806277554
169	G	0.035531209	0.060200211	-0.059676886	0.046997254	-0.008447267	0.009396538	-0.040309701	-0.005470044	0.12239918	0.071684505	-0.048524198	0.001068992	-0.045631111	0.038581746	-0.175444478
170	G	0.009035234	-0.033728297	-0.032776632	-0.055568222	0.070453258	-0.004787911	0.006234458	0.049249469	-0.03012594	-0.003510934	0.022371265	0.002273804	0.126080144	0.011912444	-0.339445962
171	G	-0.012753872	-0.027358858	0.111170934	0.192009907	0.068556319	-0.023340097	0.047232688	0.032125695	-0.014656841	-0.099700649	0.077762298	-0.038860668	-0.079821853	-0.04070987	-0.260194436
172	G	-0.082375312	-0.080802381	-0.023036014	0.013590679	-0.119651625	0.007294415	-0.08409673	-0.023238807	-0.000330538	-0.038233848	-0.13438397	-0.031609319	0.002544768	-0.042638365	-0.187368638
173	G	-0.043532003	-0.081453635	0.054873016	0.075788868	-0.009371492	0.020446596	-0.016852052	-0.038946771	-0.081205347	-0.106728855	-0.005211037	-0.025312007	0.00557608	-0.117818837	-0.184148437
174	G	-0.014955818	-0.084507831	0.019106292	-0.109115458	0.010190157	0.099844233	-0.024353935	-0.005338175	0.056279507	0.008394997	0.053662281	-0.044148043	0.143974941	-0.101624799	-0.319075732
175	G	-0.052750618	-0.120900878	-0.159278772	0.048724545	-0.065572894	0.002751422	-0.095692978	-0.156095506	0.015403408	-0.073694032	-0.120076607	-0.052355217	-0.013483603	0.01923372	-0.087529642
176	G	0.00843239	-0.0537662	0.037633825	0.005117196	-0.10478253	-0.08874866	0.017585193	-0.222305065	-0.055629948	-0.05878935	-0.021436722	-0.004544349	-0.029896761	0.046997335	0.033932418
177	G	-0.090327583	-0.059032782	-0.000742698	0.256111617	0.063302279	0.065699107	0.00592716	0.083926254	0.05711529	-0.079491872	0.003142605	-0.06819851	0.066855382	-0.080313425	-0.073354406
178	G	0.010810218	0.053844776	0.013889137	0.016291509	0.01531451	0.053872982	0.002259225	-0.00043752	0.005799049	0.003643038	-0.017548124	0.022182303	0.044577779	-0.067868673	0.092106053
179	G	-0.03075053	0.00374305	-0.046921956	-0.082945637	-0.085997158	0.028216068	0.00777599	-0.04411763	-0.016289726	-0.034689342	0.080673537	-0.001839607	0.034830437	0.062654195	-0.227258396
180	G	-0.005119386	-0.036188572	0.001585357	-0.112353363	-0.012064791	-0.112923507	-0.059071331	-0.023367686	-0.016245051	0.002395841	0.003047637	-0.0155115	-0.072184622	0.014058149	0.135350217
181	G	-0.089470963	-0.063437393	0.088913778	0.053843658	0.035345491	-0.020613859	0.059899765	-0.070549731	-0.00509078	0.013524742	0.102491091	-0.005502944	-0.003408207	0.065968483	0.05713807
182	G	-0.031022467	-0.013995365	0.054786512	0.077675466	0.03440323	-0.047232631	-0.054358703	-0.020828582	0.06090077	0.005953144	0.055349376	-0.018153343	0.023263846	0.000624976	-0.15111869
183	G	-0.017334169	-0.070862427	0.047636956	-0.054511486	0.024471634	-0.080264239	0.033333589	-0.054126529	0.101738938	0.019646136	0.058041275	0.086694537	-0.02690401	0.07435176	0.317421615
184	G	0.064438743	0.051533381	-0.012548634	-0.156241935	-0.168941296	0.038428424	0.050164447	-0.112549206	-0.00869792	-0.024523752	-0.010949919	0.038553613	-0.041726065	0.003101094	-0.021733214
185	G	-0.004997902	-0.046057699	-0.043394199	-0.068012515	-0.054459316	-0.066779925	0.007366248	-0.095999621	-0.005197925	0.029768934	0.047942597	-0.020616104	0.045509399	0.114323242	0.089728774
186	G	-0.00905264	-0.091970835	0.032378394	0.003388594	0.014094809	-0.098978023	-0.077890241	-0.096605476	0.023325848	-0.021282356	0.062005568	0.077275485	0.058657975	-0.014940899	-0.224589874
187	G	0.032424688	-0.022949801	0.01263563	-0.064050768	0.02651686	-0.014117896	-0.029046352	0.034241305	-0.056537674	-0.010781741	0.089529172	0.099397696	0.007012819	0.023889829	0.108853141
188	G	0.009479027	-0.024930537	-0.033135346	0.004260191	-0.02605231	-0.084276501	-0.059455196	-0.163194365	0.048220989	-0.036511374	0.04034103	0.012238402	-0.021587396	-0.023670486	-0.103382064
189	G	-0.010203631	-0.022403496	-0.066868482	-0.057616303	-0.057273929	-0.05051596	-0.082559998	-0.054574245	0.000392456	0.014162718	-0.062010154	0.021625718	-0.046199921	-0.031508491	0.029995443
190	G	0.011441096	-0.01821888	-0.029820217	-0.018436704	-0.301428983	-0.04283135	0.030382305	0.104201489	0.007188452	0.026023269	0.040486102	0.015302517	0.032150277	-0.004261555	-0.1075219
191	G	-0.015253443	0.013566613	0.023531722	-0.114075274	-0.035808165	-0.033925735	-0.064391495	0.106263576	0.021658077	-0.028197337	-0.007720473	-0.025429138	-0.026894991	0.089574665	-0.060076014
192	G	0.027610545	-0.011619838	0.08019859	-0.096931116	-0.022668119	-0.050771982	-0.069696103	0.14059633	-0.007526349	0.032056231	-0.012969471	-0.010604755	-0.04793447	0.09202573	-0.118374468
193	G	-0.037248193	-0.072343587	0.011766098	-0.010246057	-0.104772403	-0.06210177	-0.010774422	-0.191371757	-0.162203139	-3.14E-05	-0.115738304	-0.032698189	-0.073239949	0.014993072	-0.078947906
194	G	-0.037935733	-0.068644497	0.020969502	-0.014745273	-0.045942298	-0.100848637	0.043932165	-0.093281146	0.021676738	-0.0285975	0.009486339	0.015490041	-0.023552934	0.100940225	-0.183809727
195	G	-0.048114262	-0.049878912	-0.062653115	-0.087647268	-0.022742617	-0.052597253	-0.028552448	-0.187088583	-0.10113391	-0.042098321	-0.046242564	-0.027655376	0.034039781	0.022814824	-0.170141341
196	G	0.029877726	-0.001683292	0.003522201	-0.037272918	-0.054049355	-0.025881207	-0.027319931	0.036046194	-0.049644754	0.001318861	0.024658839	-0.068032379	0.032761248	0.07105887	0.020715513
197	G	-0.014806851	0.02557407	-0.017794752	-0.176856395	0.044324836	-0.073149443	-0.031773025	-0.063329126	0.023040259	0.027550841	-0.01620865	0.00297973	-0.065997664	0.051684968	-0.097431391
198	G	-0.02581555	-0.043254917	-0.020423715	-0.083858346	0.004144574	-0.094764301	-0.100202361	-0.077821581	0.0143805	0.001050213	0.009970706	-0.043805305	-0.126066514	0.076746118	-0.108709602
199	G	-0.010970515	0.013372362	-0.081548581	-0.097477234	-0.035075691	-0.033897701	-0.136915374	0.120741476	-0.0388718	0.00857092	-0.064377818	-0.029693106	-0.033470269	0.111230741	0.262622775
200	G	-0.086059136	-0.083523016	-0.04147494	0.043492868	-0.057595971	-0.013711857	-0.037404196	-0.025513396	-0.011398309	-0.03706613	-0.084628012	-0.03612523	-0.080111244	0.095286662	-0.236081342
201	G	-0.063537862	-0.035844805	0.003138208	-0.060255248	-0.001178732	-0.023201056	-0.026539457	-0.033059851	-0.064970427	-0.023358514	-0.04604748	-0.038324949	-0.107268967	0.093342034	-0.261429663
202	G	-0.01904692	-0.010655984	-0.187064157	-0.102794579	-0.051186818	-0.027390449	-0.030106699	0.007440215	0.015832276	-0.012351175	0.008026582	0.00282748	0.054344645	0.049507835	-0.100597321
203	G	-0.032353542	-0.055127244	-0.158576551	-0.108541079	-0.10166203	-0.093046082	-0.21563902	-0.145792257	-0.10035156	-0.005002955	-0.110730059	-0.066268612	-0.065077408	0.048782393	-0.305551028
204	G	-0.001321245	-0.036398302	0.010843683	0.006849992	0.035614417	0.008293612	-0.022670634	-0.091690328	0.093924724	-0.039177368	0.070272069	-0.012311327	0.005615105	-0.021474403	-0.267076
205	G	0.004328145	-0.025833137	-0.070505291	0.007627843	0.007445359	0.01413713	0.0267499	0.085074761	0.021879667	-0.035265588	-0.051836198	-0.062626883	0.044518772	0.031462278	-0.359950911
206	G	-0.026481341	-0.025118361	-0.066069826	-0.060494298	-0.01581919	-0.002845548	-0.056045181	-0.0444874	0.049565529	-0.027154925	-0.035549669	-0.020946973	-0.054792412	0.01386824	0.104221712
207	G	0.00419555	-0.034564367	0.034191238	-0.080977093	-0.109193942	0.051638718	0.011507455	-0.147359556	-0.00471224	-0.050157627	0.031227597	-0.049395457	-0.064547839	0.046410633	0.197066002
208	G	-0.071037982	-0.041412411	0.026203476	0.073105318	0.050741406	-0.033540575	-0.016261152	0.05005635	0.0290983	-0.063847813	-0.110497352	-0.051218055	-0.014850176	-0.01389019	-0.02969258
209	G	-0.03872442	-0.041691566	-0.11711998	0.03851755	-0.139662099	0.053062534	-0.014179993	0.139526613	0.049234519	-0.047614908	0.007125465	-0.017873983	0.002009648	0.09854107	0.132190897
210	G	-0.048485554	-0.020882004	0.069102381	-0.058243128	0.021838797	0.064014084	0.000912235	0.117720282	0.027520304	-0.034863986	0.003026761	-0.024270621	0.029884051	0.165564919	0.045863801
211	G	-0.114524433	-0.147623917	0.002772111	-0.043425103	-0.077926722	-0.079122332	-0.006851942	-0.001327353	-0.00453367	-0.005157877	0.005096522	-0.024482129	0.001990587	0.033586064	0.209891416
212	G	-0.047208641	-0.079748859	0.026805775	0.084457793	-0.017423409	0.14494217	0.05712745	0.059456005	0.043863463	-0.027891093	0.079976138	-0.028708817	0.024028157	0.079855034	-0.153812678
213	G	-0.021823332	-0.072075403	-0.003094143	0.067163103	-0.002161746	-0.005862701	0.108564422	0.032129689	-0.042806216	-0.061714738	-0.043742996	-0.068403963	-0.043313483	0.05311685	-0.124702638
214	G	-0.038364346	0.000522286	0.072516647	-0.012303216	-0.028405336	-0.019065352	-0.027615495	0.025815806	-0.00188549	-0.002035964	0.015094086	-0.059419625	0.050179498	-0.010667649	-0.068228171
215	G	-0.075153298	-0.059457627	-0.010129014	0.09187566	0.00223866	0.071235223	-0.034035124	-0.005208133	0.110483342	-0.075028154	-0.032286024	-0.042367098	-0.005189752	-0.009515751	0.107084456
216	G	-0.032581824	-0.021603344	-0.030591289	-0.038675076	-0.037994081	-0.033943413	-0.12809187	0.020174661	0.113826476	0.000657079	-0.037852959	0.000394612	0.008543661	0.069127336	-0.095519368
217	G	-0.000766024	0.008840823	-0.092297493	-0.224876589	-0.088439846	0.01359636	-0.072228959	-0.081552452	-0.043573106	-0.046547197	-0.076763936	0.040572518	-0.078088218	0.040614671	-0.082282568
218	G	0.013944092	-0.025186584	0.052442652	-0.023694354	-0.054962473	-0.028207593	0.052791106	0.059383596	0.020209976	-0.026437313	0.107002172	0.034558209	0.052638564	0.01221731	0.047000087
219	G	-0.075559664	-0.057899963	0.019381299	0.055861742	-0.072427557	-0.042541456	-0.074474203	0.019458944	0.038653048	-0.017559332	-0.083039382	-0.01500593	-0.033596792	0.017317379	-0.165655319
220	G	-0.061572533	-0.016848522	0.049893846	0.109108401	0.163381825	-0.019735141	0.005725806	-0.009358539	0.092726847	-0.052815133	0.027284871	-0.002291291	0.036372599	-0.026016169	-0.02235644
221	G	-0.012078119	0.038287746	-0.05096127	-0.067092468	0.071150856	0.107143536	0.054001365	0.022211777	-0.00904984	-0.050856941	0.082262896	0.006688824	0.103030629	0.09031465	0.020278351
222	G	-0.074572567	-0.09615751	-0.002652531	-0.012961587	-0.137384869	-0.029678852	0.079393334	0.022216671	0.098341026	-0.107731286	0.005906265	-0.056231995	0.001365777	0.049805285	0.00541801
223	G	-0.027374015	-0.022562685	0.024052725	-6.78E-05	0.037259313	0.011652976	0.103034275	0.114291095	0.120220628	-0.111500196	0.017259978	-0.034895032	0.054815123	-0.002169454	-0.2312069
224	G	-0.080455416	-0.064606677	0.006495785	-0.014976467	0.013043226	0.136996499	0.004007183	0.064771392	0.040342915	-0.040621437	-0.035285205	-0.089489142	-0.011317944	0.027956789	-0.005223942
225	G	-0.019119707	-0.035248028	-0.029188701	-0.062649951	-0.000616371	0.102835601	0.038647403	0.07302358	0.036599084	-0.011529784	0.028833758	0.013241076	0.035052841	0.049640233	0.139378202
226	G	-0.007791195	-0.019314605	-0.045865378	-0.019185853	-0.103494185	-0.004105842	-0.088853163	-0.002607297	-0.026684972	-0.064697428	-0.027114624	-0.053293765	-0.073068255	-0.096909443	-0.496382818
227	G	-0.023682477	-0.051768236	0.004309546	-0.047347149	-0.009951847	-0.056906185	0.061441199	-0.020377742	-0.062540486	0.002366836	0.098556512	-0.082041962	-0.020412989	0.031275317	0.110911115
228	G	-0.04908873	-0.070488733	-0.041676816	-0.082584973	-0.078631839	-0.050622937	-0.042998657	-0.068336418	-0.098275021	-0.016928998	0.042037029	-0.023246592	-0.007188806	0.077272359	0.12704046
229	G	-0.032366055	-0.112776574	0.061581653	0.045011726	-0.042574594	-0.076252513	0.002199486	-0.076119368	-0.016632268	-0.036771582	0.106127815	-0.037762917	-0.061473161	0.049677001	-0.200290815
230	G	-0.007558207	0.012836485	0.044680451	-0.041674606	-0.047130965	-0.072320739	-0.029146542	0.185573239	0.035208481	0.008329334	0.03863754	-0.039590242	0.011237055	0.00749664	-0.181811928
231	G	0.006463393	-0.052138425	-0.043170656	-0.006857021	0.002259664	-0.004510008	-0.080126664	0.039243453	-0.016672075	-0.023495228	-0.00492676	-0.031339049	0.002144585	0.022084659	0.022486834
232	G	-0.007114247	-0.026192438	-0.098717266	-0.021290954	-0.009746387	-0.007310485	-0.10045543	-0.043670949	-0.035125443	-0.001870094	0.007355404	-0.080376486	-0.103026209	0.081812034	0.040455624
233	G	-0.110079542	-0.050397799	-0.025493062	0.010785883	0.00021975	-0.094888798	-0.016206656	0.003649338	0.041678594	0.006678583	-0.016762332	-0.062050617	0.016737089	0.077943427	-0.056179167
234	G	-0.071826628	-0.060393738	0.079478157	-0.175279198	0.075282452	-0.068452814	-0.003460255	-0.127128158	0.027732143	-0.003041718	-0.034221892	-0.026966421	-0.050868353	0.000809887	-0.132341197
235	G	-0.05343692	-0.077257602	0.089727639	-0.049161473	-0.036191139	-0.120900066	0.017577992	-0.062358753	0.13870823	0.006990691	0.035880729	-0.068691791	0.000531436	0.01411007	-0.146838241
236	G	-0.001513099	0.027414674	0.035052759	0.100754171	0.103728646	0.02113154	0.013316586	-0.099913593	0.119131525	-0.031460597	-0.023987102	-0.055376606	-0.012666166	0.019444411	-0.037068828
237	G	-0.126868582	-0.068933853	0.012110949	0.000928712	-0.101000773	-0.033845377	0.033198554	-0.045552822	0.026840526	-0.007468982	-0.052073118	-0.028563203	-0.005358104	0.049813387	-0.24295719
238	G	-0.090157433	-0.010808799	-0.052909618	-0.080312939	0.03492625	0.010398896	-0.102341819	-0.021662067	0.034996313	-0.11056907	-0.105099792	-0.064871615	-0.09604768	0.007039673	-0.037182797
239	G	-0.075295168	-0.174640094	-0.048410344	-0.092499907	-0.045134904	-0.061367105	-0.045729049	-0.236548983	0.009834843	0.001832511	0.038339517	-0.04523717	0.050820384	0.057420683	0.073329487
240	G	-0.024882473	-0.017884144	-0.002835162	-0.051059976	-0.044317724	0.010707765	0.006717681	0.003357675	0.061545144	-0.026190552	0.043502559	0.014277179	0.03915753	0.024384428	0.088427073
241	G	-0.06737668	-0.092621838	-0.065948888	-0.277731057	-0.052579877	-0.074848738	-0.133393415	-0.076931625	0.097272756	-0.150021802	-0.047226302	-0.142993301	-0.099420711	0.12627936	0.115800415
242	G	-0.061568174	-0.02806138	-0.11552581	-0.083911422	0.039376826	-0.027909326	0.047448048	-0.098277675	0.077191637	-0.03437103	0.096219276	-0.072131463	-0.014342573	0.003893908	-0.115828244
243	G	0.009329729	0.032070496	0.038012912	-0.070802603	0.059369515	0.01153449	-0.10501522	0.010160502	0.040448339	0.029706026	-0.030691396	-0.055486022	-0.0395255	0.001086052	0.028470976
244	G	-0.089560295	-0.161113907	0.057382712	-0.103596208	-0.0504139	-0.087655703	-0.050575197	0.09610772	0.033674984	0.001918806	0.046160271	-0.023056544	0.00064641	-0.062443436	0.104681761
245	G	-0.042409165	-0.022834524	-0.065228736	-0.017320071	-0.059530955	-0.034234129	-0.053547412	-0.051421895	0.01193495	0.038613941	0.064563518	0.059502957	0.002765717	0.004872126	0.055469593
246	G	-0.000732275	-0.004148023	0.068907036	-0.089363497	0.004159167	-0.044456183	0.013506398	-0.015111732	0.03554243	0.015754109	0.035504978	0.002983331	0.005694275	0.055825569	-0.052728174
247	G	-0.051484552	-0.034082988	0.078903551	-0.015412462	0.010711397	0.012024004	0.04248247	-0.109733697	0.036207554	-0.041862833	0.039405062	-0.041271368	0.022490632	-0.030433389	0.055855025
248	G	-0.009512742	-0.009067511	0.032616351	0.026656686	-0.02035505	-0.02651528	-0.051023593	-0.118091803	0.022960469	0.013481931	0.066538134	-0.015190373	-0.007577531	-0.018823355	0.01887975
249	G	-0.063390902	-0.071678014	-0.10397229	0.02818147	0.010874173	0.010712793	-0.025499862	0.066025381	0.039717563	-0.018519598	0.00093399	-0.088771522	-0.013233601	0.074614799	-0.062126046
250	G	-0.079076135	-0.083623202	0.073770073	0.021604417	0.008980786	0.045667025	0.023460631	-0.069599691	-0.023785623	-0.033448961	0.008698443	0.038131538	0.044017528	-0.044768583	-0.256455232
251	G	-0.063105293	-0.018622704	-0.007114419	0.0698221	-0.069362397	-0.022539117	-0.085826522	-0.161521058	0.0109468	-0.023076194	-0.043100456	-0.070696775	-0.026775316	-0.049043761	0.11120117
252	G	0.035088373	0.003238188	0.031560755	0.058298209	0.085290217	-0.040209306	0.035912422	-0.034192852	0.021461804	0.016428052	0.064564327	0.02698608	0.065359022	-0.113653627	-0.051790686
253	G	0.013016367	-0.003934641	0.054484849	0.061338936	-0.009123481	-0.022610394	0.021141075	-0.080167784	0.030129363	-0.02535249	0.052917984	-0.044094679	-0.12842402	0.035354457	-0.188414776
254	G	-0.030243031	-0.010221019	-0.004713967	-0.071844728	0.08774996	0.032871883	0.038245856	-0.046305162	0.045669613	0.009894882	0.078324764	-0.009398942	0.02654172	-0.00317305	0.104367362
255	G	-0.010371368	-0.043659189	0.153995409	0.039981202	-0.032942595	-0.036411228	-0.009911545	-0.052980317	0.006991749	-0.019824204	0.053487396	-0.048359622	0.069692355	-0.081927034	0.059254769
256	G	0.01658754	-0.025424089	0.106195016	0.106987784	0.037348928	0.127606475	-0.002045156	-0.174997341	0.127974962	-0.037000145	0.01348399	0.014368379	0.017343861	-0.015504013	-0.133707039
257	G	-0.021619463	-0.085603576	0.074721034	0.044076604	-0.031547956	-0.022801849	-0.039912641	0.080450833	-0.041721094	-0.108887698	-0.109221129	-0.0163696	-0.059957495	-0.07913882	-0.390533841
258	G	-0.061745367	-0.060675612	0.061700608	0.036268016	0.028063728	0.081253284	0.021978974	-0.163992075	0.113412012	-0.048974614	0.038775299	-0.007766175	-0.023940701	-0.010292717	-0.309294072
259	G	0.02484667	0.008127361	0.002848857	-0.002271635	-0.021558424	0.002028378	-0.056884874	-0.047541877	0.043671442	-0.014129503	0.089556619	0.001558593	0.09133826	-0.173273655	0.12655002
260	G	-0.015358956	-0.000438878	0.009915624	0.015898218	-0.011733429	0.001774885	-0.065124681	-0.125829046	-0.031290428	-0.044099413	0.023188166	-0.081399772	-0.014230105	-0.099595161	0.007386318
261	G	-0.023913273	-0.000918231	0.088057698	0.087648067	0.084008106	0.017040317	0.067076213	-0.086516162	-0.050193604	-0.054131832	0.032671638	-0.02342511	0.070757388	-0.003347878	-0.351437303
262	G	-0.050095757	-0.028014795	0.038004303	0.075751298	-0.081916927	-0.00846033	-0.013530736	-0.144328784	0.105323359	-0.034143921	0.001085823	-0.038448611	0.006878282	0.035764116	0.05674009
263	G	0.017051209	-0.027697624	0.033061303	-0.042342225	-0.033628281	0.042760581	0.00389069	-0.033296016	0.031881064	0.002796418	0.096216179	0.040898065	0.087898902	-0.019229094	0.005218723
264	G	-0.025970716	-0.095117299	0.110589538	0.002732417	-0.044540567	0.016259859	0.011900782	-0.099855804	0.015313142	0.01713989	0.03703013	0.023415108	-0.037773269	-0.052694333	-0.0366616
265	G	0.055784965	0.023427889	0.079281729	0.125300548	-0.099097702	-0.091359523	-0.026432692	-0.032868149	-0.00625364	-0.039609442	0.033557613	-0.072293001	0.008030072	-0.030888826	-0.049753605
266	G	-0.06147563	-0.023603335	0.05257313	0.037199596	-0.101396	0.01227987	0.029860054	-0.086081374	0.106584235	0.038661008	0.022328558	0.012005452	0.064705028	0.129388006	0.071495173
267	F	0.035386382	-0.019644156	-0.020088412	-9.86E-05	0.055065805	-0.055294462	0.093894524	0.046865325	0.053458877	-0.000471668	-0.023131668	0.045811192	0.065086271	0.063158529	0.174129426
268	F	-0.030426523	-0.0566618	0.077053642	0.054421661	-0.016589191	-0.102250185	-0.040416743	-0.136079189	-0.064806501	-0.025334986	-0.141585947	-0.029086279	-0.057660359	-0.114088981	-0.098124801
269	F	0.02259547	-0.015916944	0.0742912	-0.016262192	0.008651509	-0.113781039	0.018034218	0.009322682	-0.052722009	0.044448725	-0.043114678	0.036403364	0.018366985	0.0128267	0.077781791
270	F	-0.042650963	-0.052751301	0.000134642	-0.031600966	0.016021044	-0.122957293	-0.003944969	-0.044749143	0.073905616	0.004798407	-0.079575701	0.01676002	-0.310006173	0.006667363	0.012988945
271	F	0.01971549	0.025787195	0.045842792	0.131549891	0.079267093	-0.032347998	0.053889527	0.007655215	0.133484269	-0.008599009	-0.01388147	0.030252439	0.005745565	0.010863599	0.286374717
